shift_id,date,shift,nurse_id,nurse_name,role
SH-001709,2018-05-05,Day (07-19),RN-027,Maya Okafor,Charge Nurse
SH-001709,2018-05-05,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-001709,2018-05-05,Day (07-19),RN-003,Tom Dubois,Bedside Nurse
SH-001709,2018-05-05,Day (07-19),RN-012,Zara Okafor,Bedside Nurse
SH-001709,2018-05-05,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-001709,2018-05-05,Day (07-19),RN-004,Sara Adeyemi,Bedside Nurse
SH-001709,2018-05-05,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-001709,2018-05-05,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-001709,2018-05-05,Day (07-19),RN-034,Priya Rossi,Bedside Nurse
SH-001710,2018-05-05,Night (19-07),RN-021,Ben Rossi,Charge Nurse
SH-001710,2018-05-05,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-001710,2018-05-05,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-001710,2018-05-05,Night (19-07),RN-017,Sam Meyer,Bedside Nurse
SH-001710,2018-05-05,Night (19-07),RN-035,Maya Costa,Bedside Nurse
SH-001710,2018-05-05,Night (19-07),RN-023,Sam Okafor,Bedside Nurse
SH-001710,2018-05-05,Night (19-07),RN-014,Sofia Mensah,Bedside Nurse
SH-001710,2018-05-05,Night (19-07),RN-013,Mei Meyer,Bedside Nurse
SH-001710,2018-05-05,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-001711,2018-05-06,Day (07-19),RN-021,Ben Rossi,Charge Nurse
SH-001711,2018-05-06,Day (07-19),RN-007,Sam Khan,Bedside Nurse
SH-001711,2018-05-06,Day (07-19),RN-001,Diego Costa,Bedside Nurse
SH-001711,2018-05-06,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-001711,2018-05-06,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-001711,2018-05-06,Day (07-19),RN-014,Sofia Mensah,Bedside Nurse
SH-001711,2018-05-06,Day (07-19),RN-004,Sara Adeyemi,Bedside Nurse
SH-001711,2018-05-06,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-001711,2018-05-06,Day (07-19),RN-012,Zara Okafor,Bedside Nurse
SH-001712,2018-05-06,Night (19-07),RN-011,Mei Okafor,Charge Nurse
SH-001712,2018-05-06,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-001712,2018-05-06,Night (19-07),RN-042,Priya Mensah,Bedside Nurse
SH-001712,2018-05-06,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-001712,2018-05-06,Night (19-07),RN-001,Diego Costa,Bedside Nurse
SH-001712,2018-05-06,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-001712,2018-05-06,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-001712,2018-05-06,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-001712,2018-05-06,Night (19-07),RN-014,Sofia Mensah,Bedside Nurse
SH-001713,2018-05-07,Day (07-19),RN-008,Leo Sharma,Charge Nurse
SH-001713,2018-05-07,Day (07-19),RN-011,Mei Okafor,Bedside Nurse
SH-001713,2018-05-07,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-001713,2018-05-07,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-001713,2018-05-07,Day (07-19),RN-024,Priya Okafor,Bedside Nurse
SH-001713,2018-05-07,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-001713,2018-05-07,Day (07-19),RN-027,Maya Okafor,Bedside Nurse
SH-001713,2018-05-07,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-001713,2018-05-07,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-001714,2018-05-07,Night (19-07),RN-026,Jack Silva,Charge Nurse
SH-001714,2018-05-07,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-001714,2018-05-07,Night (19-07),RN-028,Kofi Mensah,Bedside Nurse
SH-001714,2018-05-07,Night (19-07),RN-039,Grace Dubois,Bedside Nurse
SH-001714,2018-05-07,Night (19-07),RN-023,Sam Okafor,Bedside Nurse
SH-001714,2018-05-07,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-001714,2018-05-07,Night (19-07),RN-016,Ivan Adeyemi,Bedside Nurse
SH-001714,2018-05-07,Night (19-07),RN-042,Priya Mensah,Bedside Nurse
SH-001714,2018-05-07,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-001715,2018-05-08,Day (07-19),RN-017,Sam Meyer,Charge Nurse
SH-001715,2018-05-08,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-001715,2018-05-08,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-001715,2018-05-08,Day (07-19),RN-011,Mei Okafor,Bedside Nurse
SH-001715,2018-05-08,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-001715,2018-05-08,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-001715,2018-05-08,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-001715,2018-05-08,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
SH-001715,2018-05-08,Day (07-19),RN-031,Diego Khan,Bedside Nurse
SH-001716,2018-05-08,Night (19-07),RN-012,Zara Okafor,Charge Nurse
SH-001716,2018-05-08,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-001716,2018-05-08,Night (19-07),RN-022,Diego Bauer,Bedside Nurse
SH-001716,2018-05-08,Night (19-07),RN-036,Ana Bauer,Bedside Nurse
SH-001716,2018-05-08,Night (19-07),RN-026,Jack Silva,Bedside Nurse
SH-001716,2018-05-08,Night (19-07),RN-020,Ana Silva,Bedside Nurse
SH-001716,2018-05-08,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-001716,2018-05-08,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-001716,2018-05-08,Night (19-07),RN-008,Leo Sharma,Bedside Nurse
SH-001717,2018-05-09,Day (07-19),RN-030,Tom Nguyen,Charge Nurse
SH-001717,2018-05-09,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-001717,2018-05-09,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-001717,2018-05-09,Day (07-19),RN-018,Omar Ivanov,Bedside Nurse
SH-001717,2018-05-09,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-001717,2018-05-09,Day (07-19),RN-003,Tom Dubois,Bedside Nurse
SH-001717,2018-05-09,Day (07-19),RN-041,Yara Okafor,Bedside Nurse
SH-001717,2018-05-09,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-001717,2018-05-09,Day (07-19),RN-016,Ivan Adeyemi,Bedside Nurse
SH-001718,2018-05-09,Night (19-07),RN-030,Tom Nguyen,Charge Nurse
SH-001718,2018-05-09,Night (19-07),RN-013,Mei Meyer,Bedside Nurse
SH-001718,2018-05-09,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-001718,2018-05-09,Night (19-07),RN-042,Priya Mensah,Bedside Nurse
SH-001718,2018-05-09,Night (19-07),RN-016,Ivan Adeyemi,Bedside Nurse
SH-001718,2018-05-09,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-001718,2018-05-09,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-001718,2018-05-09,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-001718,2018-05-09,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-001719,2018-05-10,Day (07-19),RN-032,Priya Khan,Charge Nurse
SH-001719,2018-05-10,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-001719,2018-05-10,Day (07-19),RN-029,Omar Adeyemi,Bedside Nurse
SH-001719,2018-05-10,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-001719,2018-05-10,Day (07-19),RN-038,Lena Rossi,Bedside Nurse
SH-001719,2018-05-10,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-001719,2018-05-10,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-001719,2018-05-10,Day (07-19),RN-023,Sam Okafor,Bedside Nurse
SH-001719,2018-05-10,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-001720,2018-05-10,Night (19-07),RN-003,Tom Dubois,Charge Nurse
SH-001720,2018-05-10,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-001720,2018-05-10,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-001720,2018-05-10,Night (19-07),RN-036,Ana Bauer,Bedside Nurse
SH-001720,2018-05-10,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-001720,2018-05-10,Night (19-07),RN-023,Sam Okafor,Bedside Nurse
SH-001720,2018-05-10,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-001720,2018-05-10,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-001720,2018-05-10,Night (19-07),RN-026,Jack Silva,Bedside Nurse
SH-001721,2018-05-11,Day (07-19),RN-001,Diego Costa,Charge Nurse
SH-001721,2018-05-11,Day (07-19),RN-011,Mei Okafor,Bedside Nurse
SH-001721,2018-05-11,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-001721,2018-05-11,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-001721,2018-05-11,Day (07-19),RN-018,Omar Ivanov,Bedside Nurse
SH-001721,2018-05-11,Day (07-19),RN-037,Diego Meyer,Bedside Nurse
SH-001721,2018-05-11,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-001721,2018-05-11,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-001722,2018-05-11,Night (19-07),RN-040,Hana Meyer,Charge Nurse
SH-001722,2018-05-11,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-001722,2018-05-11,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-001722,2018-05-11,Night (19-07),RN-035,Maya Costa,Bedside Nurse
SH-001722,2018-05-11,Night (19-07),RN-036,Ana Bauer,Bedside Nurse
SH-001722,2018-05-11,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-001722,2018-05-11,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-001722,2018-05-11,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-001722,2018-05-11,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-001723,2018-05-12,Day (07-19),RN-018,Omar Ivanov,Charge Nurse
SH-001723,2018-05-12,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-001723,2018-05-12,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-001723,2018-05-12,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-001723,2018-05-12,Day (07-19),RN-036,Ana Bauer,Bedside Nurse
SH-001723,2018-05-12,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-001723,2018-05-12,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
SH-001723,2018-05-12,Day (07-19),RN-023,Sam Okafor,Bedside Nurse
SH-001723,2018-05-12,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-001724,2018-05-12,Night (19-07),RN-020,Ana Silva,Charge Nurse
SH-001724,2018-05-12,Night (19-07),RN-002,Mei Mensah,Bedside Nurse
SH-001724,2018-05-12,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-001724,2018-05-12,Night (19-07),RN-017,Sam Meyer,Bedside Nurse
SH-001724,2018-05-12,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-001724,2018-05-12,Night (19-07),RN-016,Ivan Adeyemi,Bedside Nurse
SH-001724,2018-05-12,Night (19-07),RN-014,Sofia Mensah,Bedside Nurse
SH-001724,2018-05-12,Night (19-07),RN-001,Diego Costa,Bedside Nurse
SH-001724,2018-05-12,Night (19-07),RN-015,Leo Adeyemi,Bedside Nurse
SH-001725,2018-05-13,Day (07-19),RN-025,Lena Meyer,Charge Nurse
SH-001725,2018-05-13,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-001725,2018-05-13,Day (07-19),RN-016,Ivan Adeyemi,Bedside Nurse
SH-001725,2018-05-13,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-001725,2018-05-13,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-001725,2018-05-13,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-001725,2018-05-13,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-001725,2018-05-13,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-001725,2018-05-13,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-001725,2018-05-13,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-001726,2018-05-13,Night (19-07),RN-036,Ana Bauer,Charge Nurse
SH-001726,2018-05-13,Night (19-07),RN-016,Ivan Adeyemi,Bedside Nurse
SH-001726,2018-05-13,Night (19-07),RN-007,Sam Khan,Bedside Nurse
SH-001726,2018-05-13,Night (19-07),RN-017,Sam Meyer,Bedside Nurse
SH-001726,2018-05-13,Night (19-07),RN-003,Tom Dubois,Bedside Nurse
SH-001726,2018-05-13,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-001726,2018-05-13,Night (19-07),RN-033,Sam Adeyemi,Bedside Nurse
SH-001726,2018-05-13,Night (19-07),RN-001,Diego Costa,Bedside Nurse
SH-001726,2018-05-13,Night (19-07),RN-005,Zara Sharma,Bedside Nurse
SH-001726,2018-05-13,Night (19-07),RN-032,Priya Khan,Bedside Nurse
SH-001727,2018-05-14,Day (07-19),RN-042,Priya Mensah,Charge Nurse
SH-001727,2018-05-14,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-001727,2018-05-14,Day (07-19),RN-014,Sofia Mensah,Bedside Nurse
SH-001727,2018-05-14,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-001727,2018-05-14,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-001727,2018-05-14,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-001727,2018-05-14,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-001727,2018-05-14,Day (07-19),RN-034,Priya Rossi,Bedside Nurse
SH-001727,2018-05-14,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-001727,2018-05-14,Day (07-19),RN-009,Amara Bauer,Bedside Nurse
SH-001728,2018-05-14,Night (19-07),RN-042,Priya Mensah,Charge Nurse
SH-001728,2018-05-14,Night (19-07),RN-036,Ana Bauer,Bedside Nurse
SH-001728,2018-05-14,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-001728,2018-05-14,Night (19-07),RN-032,Priya Khan,Bedside Nurse
SH-001728,2018-05-14,Night (19-07),RN-001,Diego Costa,Bedside Nurse
SH-001728,2018-05-14,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-001728,2018-05-14,Night (19-07),RN-022,Diego Bauer,Bedside Nurse
SH-001728,2018-05-14,Night (19-07),RN-007,Sam Khan,Bedside Nurse
SH-001728,2018-05-14,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-001728,2018-05-14,Night (19-07),RN-020,Ana Silva,Bedside Nurse
SH-001729,2018-05-15,Day (07-19),RN-034,Priya Rossi,Charge Nurse
SH-001729,2018-05-15,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-001729,2018-05-15,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-001729,2018-05-15,Day (07-19),RN-001,Diego Costa,Bedside Nurse
SH-001729,2018-05-15,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-001729,2018-05-15,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-001729,2018-05-15,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-001729,2018-05-15,Day (07-19),RN-016,Ivan Adeyemi,Bedside Nurse
SH-001729,2018-05-15,Day (07-19),RN-011,Mei Okafor,Bedside Nurse
SH-001729,2018-05-15,Day (07-19),RN-036,Ana Bauer,Bedside Nurse
SH-001730,2018-05-15,Night (19-07),RN-008,Leo Sharma,Charge Nurse
SH-001730,2018-05-15,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-001730,2018-05-15,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-001730,2018-05-15,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-001730,2018-05-15,Night (19-07),RN-007,Sam Khan,Bedside Nurse
SH-001730,2018-05-15,Night (19-07),RN-015,Leo Adeyemi,Bedside Nurse
SH-001730,2018-05-15,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-001730,2018-05-15,Night (19-07),RN-037,Diego Meyer,Bedside Nurse
SH-001730,2018-05-15,Night (19-07),RN-010,Priya Park,Bedside Nurse
SH-001730,2018-05-15,Night (19-07),RN-022,Diego Bauer,Bedside Nurse
SH-001731,2018-05-16,Day (07-19),RN-032,Priya Khan,Charge Nurse
SH-001731,2018-05-16,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-001731,2018-05-16,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-001731,2018-05-16,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-001731,2018-05-16,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-001731,2018-05-16,Day (07-19),RN-007,Sam Khan,Bedside Nurse
SH-001731,2018-05-16,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-001731,2018-05-16,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-001731,2018-05-16,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-001731,2018-05-16,Day (07-19),RN-004,Sara Adeyemi,Bedside Nurse
SH-001732,2018-05-16,Night (19-07),RN-006,Mei Sharma,Charge Nurse
SH-001732,2018-05-16,Night (19-07),RN-030,Tom Nguyen,Bedside Nurse
SH-001732,2018-05-16,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-001732,2018-05-16,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-001732,2018-05-16,Night (19-07),RN-035,Maya Costa,Bedside Nurse
SH-001732,2018-05-16,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-001732,2018-05-16,Night (19-07),RN-023,Sam Okafor,Bedside Nurse
SH-001732,2018-05-16,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-001732,2018-05-16,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-001732,2018-05-16,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-001733,2018-05-17,Day (07-19),RN-037,Diego Meyer,Charge Nurse
SH-001733,2018-05-17,Day (07-19),RN-032,Priya Khan,Bedside Nurse
SH-001733,2018-05-17,Day (07-19),RN-014,Sofia Mensah,Bedside Nurse
SH-001733,2018-05-17,Day (07-19),RN-023,Sam Okafor,Bedside Nurse
SH-001733,2018-05-17,Day (07-19),RN-007,Sam Khan,Bedside Nurse
SH-001733,2018-05-17,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-001733,2018-05-17,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-001733,2018-05-17,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-001733,2018-05-17,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-001733,2018-05-17,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-001734,2018-05-17,Night (19-07),RN-032,Priya Khan,Charge Nurse
SH-001734,2018-05-17,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-001734,2018-05-17,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-001734,2018-05-17,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-001734,2018-05-17,Night (19-07),RN-037,Diego Meyer,Bedside Nurse
SH-001734,2018-05-17,Night (19-07),RN-035,Maya Costa,Bedside Nurse
SH-001734,2018-05-17,Night (19-07),RN-002,Mei Mensah,Bedside Nurse
SH-001734,2018-05-17,Night (19-07),RN-042,Priya Mensah,Bedside Nurse
SH-001734,2018-05-17,Night (19-07),RN-022,Diego Bauer,Bedside Nurse
SH-001734,2018-05-17,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-001735,2018-05-18,Day (07-19),RN-017,Sam Meyer,Charge Nurse
SH-001735,2018-05-18,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-001735,2018-05-18,Day (07-19),RN-029,Omar Adeyemi,Bedside Nurse
SH-001735,2018-05-18,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-001735,2018-05-18,Day (07-19),RN-011,Mei Okafor,Bedside Nurse
SH-001735,2018-05-18,Day (07-19),RN-004,Sara Adeyemi,Bedside Nurse
SH-001735,2018-05-18,Day (07-19),RN-009,Amara Bauer,Bedside Nurse
SH-001735,2018-05-18,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-001735,2018-05-18,Day (07-19),RN-041,Yara Okafor,Bedside Nurse
SH-001735,2018-05-18,Day (07-19),RN-036,Ana Bauer,Bedside Nurse
SH-001736,2018-05-18,Night (19-07),RN-008,Leo Sharma,Charge Nurse
SH-001736,2018-05-18,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-001736,2018-05-18,Night (19-07),RN-015,Leo Adeyemi,Bedside Nurse
SH-001736,2018-05-18,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-001736,2018-05-18,Night (19-07),RN-005,Zara Sharma,Bedside Nurse
SH-001736,2018-05-18,Night (19-07),RN-016,Ivan Adeyemi,Bedside Nurse
SH-001736,2018-05-18,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-001736,2018-05-18,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-001736,2018-05-18,Night (19-07),RN-042,Priya Mensah,Bedside Nurse
SH-001736,2018-05-18,Night (19-07),RN-039,Grace Dubois,Bedside Nurse
SH-001737,2018-05-19,Day (07-19),RN-010,Priya Park,Charge Nurse
SH-001737,2018-05-19,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-001737,2018-05-19,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-001737,2018-05-19,Day (07-19),RN-025,Lena Meyer,Bedside Nurse
SH-001737,2018-05-19,Day (07-19),RN-031,Diego Khan,Bedside Nurse
SH-001737,2018-05-19,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-001737,2018-05-19,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-001737,2018-05-19,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-001737,2018-05-19,Day (07-19),RN-012,Zara Okafor,Bedside Nurse
SH-001737,2018-05-19,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-001738,2018-05-19,Night (19-07),RN-022,Diego Bauer,Charge Nurse
SH-001738,2018-05-19,Night (19-07),RN-003,Tom Dubois,Bedside Nurse
SH-001738,2018-05-19,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-001738,2018-05-19,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-001738,2018-05-19,Night (19-07),RN-005,Zara Sharma,Bedside Nurse
SH-001738,2018-05-19,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-001738,2018-05-19,Night (19-07),RN-002,Mei Mensah,Bedside Nurse
SH-001738,2018-05-19,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-001738,2018-05-19,Night (19-07),RN-013,Mei Meyer,Bedside Nurse
SH-001738,2018-05-19,Night (19-07),RN-035,Maya Costa,Bedside Nurse
SH-001739,2018-05-20,Day (07-19),RN-040,Hana Meyer,Charge Nurse
SH-001739,2018-05-20,Day (07-19),RN-032,Priya Khan,Bedside Nurse
SH-001739,2018-05-20,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-001739,2018-05-20,Day (07-19),RN-012,Zara Okafor,Bedside Nurse
SH-001739,2018-05-20,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-001739,2018-05-20,Day (07-19),RN-027,Maya Okafor,Bedside Nurse
SH-001739,2018-05-20,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-001739,2018-05-20,Day (07-19),RN-037,Diego Meyer,Bedside Nurse
SH-001739,2018-05-20,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-001739,2018-05-20,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-001740,2018-05-20,Night (19-07),RN-006,Mei Sharma,Charge Nurse
SH-001740,2018-05-20,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-001740,2018-05-20,Night (19-07),RN-014,Sofia Mensah,Bedside Nurse
SH-001740,2018-05-20,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-001740,2018-05-20,Night (19-07),RN-036,Ana Bauer,Bedside Nurse
SH-001740,2018-05-20,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-001740,2018-05-20,Night (19-07),RN-001,Diego Costa,Bedside Nurse
SH-001740,2018-05-20,Night (19-07),RN-008,Leo Sharma,Bedside Nurse
SH-001740,2018-05-20,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-001740,2018-05-20,Night (19-07),RN-003,Tom Dubois,Bedside Nurse
SH-001741,2018-05-21,Day (07-19),RN-014,Sofia Mensah,Charge Nurse
SH-001741,2018-05-21,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
SH-001741,2018-05-21,Day (07-19),RN-023,Sam Okafor,Bedside Nurse
SH-001741,2018-05-21,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-001741,2018-05-21,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-001741,2018-05-21,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-001741,2018-05-21,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-001741,2018-05-21,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-001741,2018-05-21,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-001742,2018-05-21,Night (19-07),RN-039,Grace Dubois,Charge Nurse
SH-001742,2018-05-21,Night (19-07),RN-042,Priya Mensah,Bedside Nurse
SH-001742,2018-05-21,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-001742,2018-05-21,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-001742,2018-05-21,Night (19-07),RN-017,Sam Meyer,Bedside Nurse
SH-001742,2018-05-21,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-001742,2018-05-21,Night (19-07),RN-010,Priya Park,Bedside Nurse
SH-001742,2018-05-21,Night (19-07),RN-008,Leo Sharma,Bedside Nurse
SH-001742,2018-05-21,Night (19-07),RN-030,Tom Nguyen,Bedside Nurse
SH-001743,2018-05-22,Day (07-19),RN-007,Sam Khan,Charge Nurse
SH-001743,2018-05-22,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-001743,2018-05-22,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-001743,2018-05-22,Day (07-19),RN-032,Priya Khan,Bedside Nurse
SH-001743,2018-05-22,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-001743,2018-05-22,Day (07-19),RN-041,Yara Okafor,Bedside Nurse
SH-001743,2018-05-22,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-001743,2018-05-22,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-001744,2018-05-22,Night (19-07),RN-016,Ivan Adeyemi,Charge Nurse
SH-001744,2018-05-22,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-001744,2018-05-22,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
